Data;Nr.;Intrebare;Varianta;Raspuns
"13 Nov 2011  23:06:02";15;"Prezenta serviciilor paliative in Romania de aproape de 20 de ani se reflecta in cunoasterea acestor servicii de catre populatie?";Nu;
"13 Nov 2011  23:06:02";16;"Ce inseamna pentru dvs. paliatia/medicina paliativa?";;"acea ramura medicala care se ocupa de asigurarea calitatii vietii pentru pacientii aflati in stadii terminale"
"13 Nov 2011  23:06:02";17;"Care sunt specialistii de care ar avea nevoie un pacient aflat in stare terminala pentru a primi cele mai potrivite ingrijiri?";;"medicul curant, asistenti medicali specializati, psiholog, un indrumator spiritual - in functie de credinta,"
"13 Nov 2011  23:06:02";18;"Ati avut in ingrijire pacienti aflati in stare terminala?";"De cateva ori pe an";
"13 Nov 2011  23:06:02";19;"Enumerati minim 5 probleme cu care credeti ca se confrunta pacientul aflat in stare terminala in ordinea crescatoare a frecventei sau importantei acestora?";;"lipsa ingrijirilor adecvate, lipsa unor specialisti in paliatie, lipsa unor spatii/institutii in care sa poata fi ingrijiti corespunzator, lipsa asigurarilor de sanatate in domeniu, lipsa de instruire a personalului  "
"13 Nov 2011  23:06:02";20;"Care sunt cele mai frecvente greseli pe care le face un medic in abordarea pacientul aflat in stare terminala?";;"comunicarea defectuoasa (excesiva sau sumara, neadecvata), ignorarea partiala sau totala a dorintelor pacientului, lipsa/excesul de empatie"
"13 Nov 2011  23:06:02";21;"Considerati ca exista diferente intre starea terminala si faza terminala? Daca  da, care sunt acestea?";;"starea terminala este o perioada de saptamani, luni, pe cand faza terminala reprezinta starea de dinainte de deces"
"13 Nov 2011  23:06:02";22;"Considerati ca medicul poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale activitatii sale.";;"nu.
punctele tari - cunostintele despre boala, evolutie, prognostic
punctele slabe - economice, administrative, lipsa de protocoale, lipsa serviciilor specializate in ingrijiri paleative "
"13 Nov 2011  23:06:02";23;"Considerati ca sistemul de sanatate din Romania poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale acestuia.";;"nu
puncte tari - fondul uman,
puncte slabe- intregul sistem sanitar este un punct slab"
"13 Nov 2011  23:06:02";24;"Controlul durerii este un lucru bun si important in asistenta pacientului terminal?";;da
"13 Nov 2011  23:06:02";25;"Unde ar fi mai potrivit sa fie ingrijit un pacient aflat in stare terminala";"Acasa, de catre echipa de ingrijiri paliative";
"13 Nov 2011  23:06:02";26;"Cine trebuie sa decida renuntarea la tratamentul curativ si trecerea la ingrijirile paliative in cazul unuipacient in stare terminala, competent decizional?";Pacientul;
"13 Nov 2011  23:06:02";27;"Care tip de ingrijire este cel mai indicat, in opinia dvs., pentru un pacient aflat in stare terminala?";;"ingrijirile paleative profesionale, acasa la pacient"
"13 Nov 2011  23:06:02";28;"Directiva in avans ar fi un instrument util in practica medicala? Va rugam sa motivati raspunsul.";"Nu stiu ce presupune directiva in avans";
"13 Nov 2011  23:06:02";29;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, competent decizional?";Pacientul;
"13 Nov 2011  23:06:02";30;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, incompetent decizional?";"Alt raspuns";"Ministerul Sanatatii ar trebui sa asigure un cadru legal, dar decizia ar trebui luata de un consortiu format din mai multi medici, membrii ai familiei si asistenti sociali"
"13 Nov 2011  23:06:02";31;"Credeti ca societatea romaneasca ar accepta introducerea directivei in avans?";"Nu stiu";
"13 Nov 2011  23:06:02";32;"Ce informatii considerati ca ar trebui sa cuprinda directiva in avans?";;"nu stiu"
"13 Nov 2011  23:06:02";33;"Este pacientul terminal o povara psihologica pentru medic? Va rugam sa motivati raspunsul.";Da;"In mod inevitabil, pentru medicul care empatizeaza cu pacientii sai si se straduieste sa le asigure ingrijiri adecvate vestea iminentei mortii unui pacient este o lovitura psihologica, deoarece, firesc, medicul formeaza aproape o echipa cu pacientul sau."
"13 Nov 2011  23:06:02";34;"Daca ati avea o ruda apropiata diagnosticata intr-un stadiu avansat de cancer, care ar fi atitudinea dvs.?";"As lasa pacientul sa aleaga";
"13 Nov 2011  23:06:02";35;"In final, va rugam sa ne oferiti sugestiile dumneavoastra in legatura cu necesitatea derularii unor studii/cercetari legate de pacientii aflati in stadiul terminal.";;"Desi aceste studii rascolesc participantii, necesitatea derularii lor este incontestabila pentru a putea stabili directii de formare a unor servicii competente in asigurarea calitatii vietii si demnitatii pacientilor aflati la sfarsitul vietii."
"13 Nov 2011  23:06:02";36;Varsta;"35-45 ani";
"13 Nov 2011  23:06:02";37;Genul;F;
"13 Nov 2011  23:06:02";38;"Care este localitatea dvs. de resedinta si practica medicala?";;"Cluj-Napoca, jud. Cluj"
"13 Nov 2011  23:06:02";39;"Care este apartenenta dvs. religioasa?";;"Romano- catolica"
"13 Nov 2011  23:06:02";40;"Care este specialitatea dvs.?";;"medicina generala, medicina scolara"
"13 Nov 2011  23:06:02";41;"Ce cursuri postuniversitare ati absolvit?";;"in domeniul pediatriei, medicinei preventive, vaccinari, preventie oncologica, etc"
"13 Nov 2011  23:06:02";42;"Ce supraspecializari/competente aveti?";;"medicina scolara"
"13 Nov 2011  23:06:02";43;"Cati ani vechime in profesie aveti?";"Peste 10 ani";
"14 Nov 2011  01:26:13";1;"Considerati ca diagnosticul bolii oncologice si iminenta mortii bolnavului sunt subiecte evitate in societatea romaneasca actuala? ";"In majoritatea cazurilor";
"14 Nov 2011  01:26:13";2;"Cui ati comunica un astfel de diagnostic?";Pacientului;
"14 Nov 2011  01:26:13";3;"Ati evitat sa comunicati diagnosticul de boala oncologica si/sau moarte iminenta pacientului? Daca da, in ce circumstante?";Uneori;"..cand pacientul nu avea o alternativa terapeutica cu scop curativ."
"14 Nov 2011  01:26:13";4;"Care credeti ca sunt trasaturile esentiale care definesc demnitatea unui pacient?";;"starea de constienta pastrata, conditii de viata decente, ingrijiri paliative profesionale, sustinerea familiei"
"14 Nov 2011  01:26:13";5;"Cum reactioneaza pacientii la aflarea diagnosticului si/sau prognosticului de stare terminala?";;"revolta, acceptare, resemnare"
"14 Nov 2011  01:26:13";6;"Cum reactioneaza membrii familiilor pacientilor carora li se comunica un diagnostic si/sau prognostic de stare terminala?";;"revolta, acceptare, resemnare"
"14 Nov 2011  01:26:13";7;"Cum face fata grupul familial, atunci cand unul din membrii lui are nevoie de ingrijire continua in faza terminala a bolii oncologice?";;"..in functie de starea materiala, acorda ingrijiri la domiciliu neprofesionale, improvizate sau angajeaza personal medical pe perioade scurte. In Romania nu sunt institutii de stat cu acest profil, doar cateva fundatii (Sf Irina, ex.)"
"14 Nov 2011  01:26:13";8;"Considerati ca pacientului trebuie sa i se comunice toate detaliile legate de diagnosticul si prognosticul bolii sale? Va rugam sa motivati raspunsul.";Da;"Pacientul trebuie sa stie daca poate profita de tratament in scop curativ sau paliativ si sa ia deciziile ulterioare in cunostiinta de cauza."
"14 Nov 2011  01:26:13";9;"Ce tratamente ati aplica unui pacient aflat in stare terminala?";"Tratament paliativ pentru controlul simptomelor(durere, dispnee, anxietate, etc.)";
"14 Nov 2011  01:26:13";10;"Care sunt diferentele dintre un pacient aflat in stare terminala si unul cu posibilitati terapeutice?";;"Pacientului  terminal trebuie sa i se acorde ingrijiri paliative profesionale. Pacientul cu posibilitati terapeutice se abordeaza conform stadializarii bolii."
"14 Nov 2011  01:26:13";11;"Posibilitatea de evolutie nefavorabila, uneori spre deces, a afectiunilor oncologice contribuie la pregatirea bolnavului suferind si a apartinatorilor acestuia pentru sfarsitul inevitabil? Va rugam sa motivati raspunsul.";Da;"Pacientului nu trebuie sa i se dea sperante supraevaluate sau nefondate."
"14 Nov 2011  01:26:13";12;"Care sunt cele mai suparatoare simptome cu care se confrunta un pacient aflat in stare terminala? Enumerati minim 5 in ordinea crescatoare a intesitatii pe care le-o atribuiti.";;"slabiciunea fizica, depresia, durerea, durerea, durerea"
"14 Nov 2011  01:26:13";13;"Care credeti ca sunt cei mai importanti 5 factori care influenteaza demnitatea unui pacient aflat in stare terminala, in ordinea crescatoare a importantei pe care le-o acordati?";;"prezenta familiei, conditii de viata decente, conditii de igiena decente, dependenta de anturaj, ingrijiri paliative profesionale"
"14 Nov 2011  01:26:13";14;"Credinta religioasa contribuie la confortul psihic al bolnavilor?";Da;
"14 Nov 2011  01:26:13";15;"Prezenta serviciilor paliative in Romania de aproape de 20 de ani se reflecta in cunoasterea acestor servicii de catre populatie?";Nu;
"14 Nov 2011  01:26:13";16;"Ce inseamna pentru dvs. paliatia/medicina paliativa?";;"managementul durerii, asigurarea ingrijirilor igienico-sanitare, alimentarea/ hidratarea, consilierea/ sustinerea psihologica."
"14 Nov 2011  01:26:13";17;"Care sunt specialistii de care ar avea nevoie un pacient aflat in stare terminala pentru a primi cele mai potrivite ingrijiri?";;"asistenti medicali/ ingrijitori  specializati in manipularea pacientului imobilizat, Kinetoterapeuti, medici ATI, "
"14 Nov 2011  01:26:13";18;"Ati avut in ingrijire pacienti aflati in stare terminala?";"De cateva ori pe an";
"14 Nov 2011  01:26:13";19;"Enumerati minim 5 probleme cu care credeti ca se confrunta pacientul aflat in stare terminala in ordinea crescatoare a frecventei sau importantei acestora?";;"singuratatea, lipsa conditiilor de viata decente (saracia), lipsa ingrijirilor igienico-sanitare profesionale, lipsa ingrijirilor paliative profesionale, lipsa ingrijirilor medicale de specialitate."
"14 Nov 2011  01:26:13";20;"Care sunt cele mai frecvente greseli pe care le face un medic in abordarea pacientul aflat in stare terminala?";;"supra/subevaluarea resurselor pacientului pentru supravietuire, acordarea de sperante nejustificate sau abandonarea prematura a luptei cu boala."
"14 Nov 2011  01:26:13";21;"Considerati ca exista diferente intre starea terminala si faza terminala? Daca  da, care sunt acestea?";;"Starea terminala corespunde cazului depasit terapeutic sau chirurgical, fiind necesare ingrijirile paliative. Faza terminala se suprapune cu coma terminala care precede decesul iminent."
"14 Nov 2011  01:26:13";22;"Considerati ca medicul poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale activitatii sale.";;"Pacientul terminal este de regula externat din spital &quot;ca sa moara acasa&quot;, fara sa poata beneficia de ingrijiri paliative intr-o institutie specializata. El este ingrijit discontinuu de medicul din ambulator (MF, ambulanta). In aceste conditii sunt rare cazurile in care familia poate asigura ingrijirea corecta. Care puncte tari?!"
"14 Nov 2011  01:26:13";23;"Considerati ca sistemul de sanatate din Romania poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale acestuia.";;"..NU.  Nu sunt puncte tari. Exista cateva fundatii de profil (Sf Irina, ex)  sau SRL-uri care pot trimite ingrijitori la domiciliu, dar nu fac fata. Specializarea personalului mediu si auxiliar care participa la paliatie este redusa, retributia insuficienta. Spitalele pentru cronici au liste de asteptare f.  lungi si nu interneaza stari terminale. Costurile pentru paliatie nu se prea compenseaza, plata pentru device-uri sau medicamente este in sarcina familiei."
"14 Nov 2011  01:26:13";24;"Controlul durerii este un lucru bun si important in asistenta pacientului terminal?";;"Da, cu siguranta."
"14 Nov 2011  01:26:13";25;"Unde ar fi mai potrivit sa fie ingrijit un pacient aflat in stare terminala";"In unitati de ingrijiri paliative";
"14 Nov 2011  01:26:13";26;"Cine trebuie sa decida renuntarea la tratamentul curativ si trecerea la ingrijirile paliative in cazul unuipacient in stare terminala, competent decizional?";Pacientul;"Cu conditia ca el sa fie informat corect despre starea sa si despre resursele terapeutice care exista, dupa ce a primit si a doua  opinie medicala."
"14 Nov 2011  01:26:13";27;"Care tip de ingrijire este cel mai indicat, in opinia dvs., pentru un pacient aflat in stare terminala?";;"Ingrijiri paliative"
"14 Nov 2011  01:26:13";28;"Directiva in avans ar fi un instrument util in practica medicala? Va rugam sa motivati raspunsul.";Nu;"Apar complicatii etice, medicale, juridice. Daca pacientul este terminal, va deceda mai devreme sau mai tarziu. Nimeni nu e nemuritor.  Cine isi poate lua responsabilitatea sa ii curme viata mai devreme? Pacientul insusi?! Atunci ar insemna sa legalizam/ incurajam  sinuciderea. "
"14 Nov 2011  01:26:13";29;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, competent decizional?";Pacientul;"Cu conditia sa fie corect informat, dupa ce a cerut si a doua opinie medicala."
"14 Nov 2011  01:26:13";30;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, incompetent decizional?";Medicul;"dupa ce a expus familiei situatia si a cerut si a doua opinie."
"14 Nov 2011  01:26:13";31;"Credeti ca societatea romaneasca ar accepta introducerea directivei in avans?";"Nu stiu";
"14 Nov 2011  01:26:13";32;"Ce informatii considerati ca ar trebui sa cuprinda directiva in avans?";;"Motivele clare de cerere a eutanasierii. "
"14 Nov 2011  01:26:13";33;"Este pacientul terminal o povara psihologica pentru medic? Va rugam sa motivati raspunsul.";Da;"Lipsa posibilitatilor terapeutice / paliative, presiunea familiei, suferinta pacientului."
"14 Nov 2011  01:26:13";34;"Daca ati avea o ruda apropiata diagnosticata intr-un stadiu avansat de cancer, care ar fi atitudinea dvs.?";"As prefera sa i se comunice diagnosticul si prognosticul";
"14 Nov 2011  01:26:13";35;"In final, va rugam sa ne oferiti sugestiile dumneavoastra in legatura cu necesitatea derularii unor studii/cercetari legate de pacientii aflati in stadiul terminal.";;"Ideal ar fi sa se aprecieze obiectiv printr-un un &quot;scor&quot;, vitalitatea unui pacient. Acest indice ar &quot;ghida&quot;  medicul pentru a decide debutul &quot;starii terminale&quot; . In acest moment, doar experienta clinica, flerul medical, bunul simt  pot aprecia acest moment. "
"14 Nov 2011  01:26:13";36;Varsta;"45-55 ani";
"14 Nov 2011  01:26:13";37;Genul;F;
"14 Nov 2011  01:26:13";38;"Care este localitatea dvs. de resedinta si practica medicala?";;Bucuresti
"14 Nov 2011  01:26:13";39;"Care este apartenenta dvs. religioasa?";;"Crestin Ortodox"
"14 Nov 2011  01:26:13";40;"Care este specialitatea dvs.?";;"Medicina muncii"
"14 Nov 2011  01:26:13";41;"Ce cursuri postuniversitare ati absolvit?";;" Resuscitarea la adult (BLS,  ALS), Resuscitarea pediatrica, Managementul pacientului politraumatizat, Urgente cardiologice"
"14 Nov 2011  01:26:13";42;"Ce supraspecializari/competente aveti?";;"Competenta in urgente prespitalicesti"
"14 Nov 2011  01:26:13";43;"Cati ani vechime in profesie aveti?";"Peste 10 ani";
"24 Nov 2011  12:59:49";1;"Considerati ca diagnosticul bolii oncologice si iminenta mortii bolnavului sunt subiecte evitate in societatea romaneasca actuala? ";"In putine cazuri";
"24 Nov 2011  12:59:49";2;"Cui ati comunica un astfel de diagnostic?";Familiei;
"24 Nov 2011  12:59:49";3;"Ati evitat sa comunicati diagnosticul de boala oncologica si/sau moarte iminenta pacientului? Daca da, in ce circumstante?";Uneori;"pacientii mei sunt copii"
"24 Nov 2011  12:59:49";4;"Care credeti ca sunt trasaturile esentiale care definesc demnitatea unui pacient?";;"intelegerea si acceptarea unei situatii"
"24 Nov 2011  12:59:49";5;"Cum reactioneaza pacientii la aflarea diagnosticului si/sau prognosticului de stare terminala?";;"cu durere sau negare initiala"
"24 Nov 2011  12:59:49";6;"Cum reactioneaza membrii familiilor pacientilor carora li se comunica un diagnostic si/sau prognostic de stare terminala?";;tristete
"24 Nov 2011  12:59:49";7;"Cum face fata grupul familial, atunci cand unul din membrii lui are nevoie de ingrijire continua in faza terminala a bolii oncologice?";;"dezbinarea e frecventa, cauta vinovati"
"24 Nov 2011  12:59:49";8;"Considerati ca pacientului trebuie sa i se comunice toate detaliile legate de diagnosticul si prognosticul bolii sale? Va rugam sa motivati raspunsul.";Nu;"am pacienti copii"
"24 Nov 2011  12:59:49";9;"Ce tratamente ati aplica unui pacient aflat in stare terminala?";"Tratament paliativ pentru controlul simptomelor(durere, dispnee, anxietate, etc.)";
"24 Nov 2011  12:59:49";10;"Care sunt diferentele dintre un pacient aflat in stare terminala si unul cu posibilitati terapeutice?";;"cei cu posibilitati terapeutice au speranta de vindecare, ceilalti isi doresc prelungirea zilelor in care sa fie cu cei dragi"
"24 Nov 2011  12:59:49";11;"Posibilitatea de evolutie nefavorabila, uneori spre deces, a afectiunilor oncologice contribuie la pregatirea bolnavului suferind si a apartinatorilor acestuia pentru sfarsitul inevitabil? Va rugam sa motivati raspunsul.";Da;"sunt mai atenti unii cu altii"
"24 Nov 2011  12:59:49";12;"Care sunt cele mai suparatoare simptome cu care se confrunta un pacient aflat in stare terminala? Enumerati minim 5 in ordinea crescatoare a intesitatii pe care le-o atribuiti.";;"dificultatile de respiratie, durerea, globul vezical, varsaturile, uscaciunea mucoaselor"
"24 Nov 2011  12:59:49";13;"Care credeti ca sunt cei mai importanti 5 factori care influenteaza demnitatea unui pacient aflat in stare terminala, in ordinea crescatoare a importantei pe care le-o acordati?";;"sa nu aiba dureri
sa fie acasa, 
sa fie alaturi de cei dragi,
sa i se faca o igiena corespunzatoare"
"24 Nov 2011  12:59:49";14;"Credinta religioasa contribuie la confortul psihic al bolnavilor?";Da;
"24 Nov 2011  12:59:49";15;"Prezenta serviciilor paliative in Romania de aproape de 20 de ani se reflecta in cunoasterea acestor servicii de catre populatie?";"Nu stiu";
"24 Nov 2011  12:59:49";16;"Ce inseamna pentru dvs. paliatia/medicina paliativa?";;"asiguratea confortului fizic si mental al pacientului terminal"
"24 Nov 2011  12:59:49";17;"Care sunt specialistii de care ar avea nevoie un pacient aflat in stare terminala pentru a primi cele mai potrivite ingrijiri?";;"pediatrii,  oncologi, internisti"
"24 Nov 2011  12:59:49";18;"Ati avut in ingrijire pacienti aflati in stare terminala?";"De cateva ori pe an";
"24 Nov 2011  12:59:49";19;"Enumerati minim 5 probleme cu care credeti ca se confrunta pacientul aflat in stare terminala in ordinea crescatoare a frecventei sau importantei acestora?";;"lipsa personalui specializat in ingrijiri paleative la domiciliu, sustinerea psihologica"
"24 Nov 2011  12:59:49";20;"Care sunt cele mai frecvente greseli pe care le face un medic in abordarea pacientul aflat in stare terminala?";;"continua administrarea medicamentelot si a substituentilor sangvini, a perfuziilor de rehidratare"
"24 Nov 2011  12:59:49";21;"Considerati ca exista diferente intre starea terminala si faza terminala? Daca  da, care sunt acestea?";;"starea terminala are durata mai lunga"
"24 Nov 2011  12:59:49";22;"Considerati ca medicul poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale activitatii sale.";;"nu. 
punct tare: ii administreaza medicatia antidureroasa.
punct slab: nu poate sta permanent langa bolnav"
"24 Nov 2011  12:59:49";23;"Considerati ca sistemul de sanatate din Romania poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale acestuia.";;"Nu.
Ar trebui sa existe institutii unde sa se asigure asistenta acestor bolnavi sau un sistem de asistenta la domiciliu cu personal specializat "
"24 Nov 2011  12:59:49";24;"Controlul durerii este un lucru bun si important in asistenta pacientului terminal?";;"poate e cel mai important"
"24 Nov 2011  12:59:49";25;"Unde ar fi mai potrivit sa fie ingrijit un pacient aflat in stare terminala";"Acasa, de catre echipa de ingrijiri paliative";
"24 Nov 2011  12:59:49";26;"Cine trebuie sa decida renuntarea la tratamentul curativ si trecerea la ingrijirile paliative in cazul unuipacient in stare terminala, competent decizional?";Medicul;
"24 Nov 2011  12:59:49";27;"Care tip de ingrijire este cel mai indicat, in opinia dvs., pentru un pacient aflat in stare terminala?";;"ingrijiri paleative"
"24 Nov 2011  12:59:49";28;"Directiva in avans ar fi un instrument util in practica medicala? Va rugam sa motivati raspunsul.";"Nu stiu ce presupune directiva in avans";
"24 Nov 2011  12:59:49";29;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, competent decizional?";Medicul;
"24 Nov 2011  12:59:49";30;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, incompetent decizional?";Medicul;
"24 Nov 2011  12:59:49";31;"Credeti ca societatea romaneasca ar accepta introducerea directivei in avans?";"Nu stiu";
"24 Nov 2011  12:59:49";32;"Ce informatii considerati ca ar trebui sa cuprinda directiva in avans?";;"probabil informatii despre ingrijirile paleative la diagnosticarea unei boli oncologice"
"24 Nov 2011  12:59:49";33;"Este pacientul terminal o povara psihologica pentru medic? Va rugam sa motivati raspunsul.";Da;
"24 Nov 2011  12:59:49";34;"Daca ati avea o ruda apropiata diagnosticata intr-un stadiu avansat de cancer, care ar fi atitudinea dvs.?";"As prefera sa i se comunice diagnosticul si prognosticul";
"24 Nov 2011  12:59:49";35;"In final, va rugam sa ne oferiti sugestiile dumneavoastra in legatura cu necesitatea derularii unor studii/cercetari legate de pacientii aflati in stadiul terminal.";;"sa existe o monitorizare a pacientilor in stadiul terminal de personal specializat"
"24 Nov 2011  12:59:49";36;Varsta;"35-45 ani";
"24 Nov 2011  12:59:49";37;Genul;F;
"24 Nov 2011  12:59:49";38;"Care este localitatea dvs. de resedinta si practica medicala?";;constanta
"24 Nov 2011  12:59:49";39;"Care este apartenenta dvs. religioasa?";;ortodoxa
"24 Nov 2011  12:59:49";40;"Care este specialitatea dvs.?";;pediatrie
"24 Nov 2011  12:59:49";41;"Ce cursuri postuniversitare ati absolvit?";;"nu am facut"
"24 Nov 2011  12:59:49";42;"Ce supraspecializari/competente aveti?";;"nu am "
"24 Nov 2011  12:59:49";43;"Cati ani vechime in profesie aveti?";"Peste 10 ani";
"29 Nov 2011  19:54:28";1;"Considerati ca diagnosticul bolii oncologice si iminenta mortii bolnavului sunt subiecte evitate in societatea romaneasca actuala? ";"In putine cazuri";
"29 Nov 2011  19:54:28";2;"Cui ati comunica un astfel de diagnostic?";Pacientului;
"29 Nov 2011  19:54:28";3;"Ati evitat sa comunicati diagnosticul de boala oncologica si/sau moarte iminenta pacientului? Daca da, in ce circumstante?";Uneori;"am tinut seama de caracteristiciule psihologice ale pacientului"
"29 Nov 2011  19:54:28";4;"Care credeti ca sunt trasaturile esentiale care definesc demnitatea unui pacient?";;"respectul de sine
verticalitatea"
"29 Nov 2011  19:54:28";5;"Cum reactioneaza pacientii la aflarea diagnosticului si/sau prognosticului de stare terminala?";;depresie
"29 Nov 2011  19:54:28";6;"Cum reactioneaza membrii familiilor pacientilor carora li se comunica un diagnostic si/sau prognostic de stare terminala?";;imprevizibil
"29 Nov 2011  19:54:28";7;"Cum face fata grupul familial, atunci cand unul din membrii lui are nevoie de ingrijire continua in faza terminala a bolii oncologice?";;"uneori este atasat de pacient"
"29 Nov 2011  19:54:28";8;"Considerati ca pacientului trebuie sa i se comunice toate detaliile legate de diagnosticul si prognosticul bolii sale? Va rugam sa motivati raspunsul.";Nu;
"29 Nov 2011  19:54:28";9;"Ce tratamente ati aplica unui pacient aflat in stare terminala?";"Tratament paliativ pentru controlul simptomelor(durere, dispnee, anxietate, etc.)";
"29 Nov 2011  19:54:28";10;"Care sunt diferentele dintre un pacient aflat in stare terminala si unul cu posibilitati terapeutice?";;"un pacient cu stare terminala nu mai are resusrse terapeutice"
"29 Nov 2011  19:54:28";11;"Posibilitatea de evolutie nefavorabila, uneori spre deces, a afectiunilor oncologice contribuie la pregatirea bolnavului suferind si a apartinatorilor acestuia pentru sfarsitul inevitabil? Va rugam sa motivati raspunsul.";Da;"pregatirea psihologoca este efectuata de insusi posibilitatea evolutiva a bolii"
"29 Nov 2011  19:54:28";12;"Care sunt cele mai suparatoare simptome cu care se confrunta un pacient aflat in stare terminala? Enumerati minim 5 in ordinea crescatoare a intesitatii pe care le-o atribuiti.";;"durerea
astenia
inapetenta
senzatia de singuratate
depresia"
"29 Nov 2011  19:54:28";13;"Care credeti ca sunt cei mai importanti 5 factori care influenteaza demnitatea unui pacient aflat in stare terminala, in ordinea crescatoare a importantei pe care le-o acordati?";;"ingrijirea atenta
ajutorul familiar
contactul cu alti pacienti in stare asemanatoare
posibilitatile financiare
sustinerea morala din parte familiei si a personalului medical

"
"29 Nov 2011  19:54:28";14;"Credinta religioasa contribuie la confortul psihic al bolnavilor?";Da;
"29 Nov 2011  19:54:28";15;"Prezenta serviciilor paliative in Romania de aproape de 20 de ani se reflecta in cunoasterea acestor servicii de catre populatie?";Nu;
"29 Nov 2011  19:54:28";16;"Ce inseamna pentru dvs. paliatia/medicina paliativa?";;"medicina ce se adreseaza acelor pacienti ce nu mai au posibilitati terapeutice reale"
"29 Nov 2011  19:54:28";17;"Care sunt specialistii de care ar avea nevoie un pacient aflat in stare terminala pentru a primi cele mai potrivite ingrijiri?";;"medicul curant
psihiatru/psiholog"
"29 Nov 2011  19:54:28";18;"Ati avut in ingrijire pacienti aflati in stare terminala?";"De cateva ori pe an";
"29 Nov 2011  19:54:28";19;"Enumerati minim 5 probleme cu care credeti ca se confrunta pacientul aflat in stare terminala in ordinea crescatoare a frecventei sau importantei acestora?";;"nepasarea celor din jur
abandonul social
imposibilitatea de a se descurca singur
lipsa resurselor financiare
lipsa resurselor psihologice"
"29 Nov 2011  19:54:28";20;"Care sunt cele mai frecvente greseli pe care le face un medic in abordarea pacientul aflat in stare terminala?";;"superficialitate
neacordarea atentiei cuvenite
"
"29 Nov 2011  19:54:28";21;"Considerati ca exista diferente intre starea terminala si faza terminala? Daca  da, care sunt acestea?";;"faza terminala se refera la o boala (ex. SIDA) pe cand starea terminala se refera la pacient"
"29 Nov 2011  19:54:28";22;"Considerati ca medicul poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale activitatii sale.";;"Nu, in contextul actual in care sunt multi pacienti cu boli tratabile si vindecabile, starile terminale sunt o &quot; cenusereasa&quot; a medicinei
nu exista un model coerent de abordare a a pacientilor cu stari terminale (punct slab)
medicii dedicati ingrijesc cu aceeasi solicitudine si astfel de stari"
"29 Nov 2011  19:54:28";23;"Considerati ca sistemul de sanatate din Romania poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale acestuia.";;"Nu
Nu ofera un model coerent de asistenta a pacientilor cu stari terminale (punct slab)
ofera posibilitatea teoretica de dezvoltare a ingrijirilor la domiciliu (punct tare)
"
"29 Nov 2011  19:54:28";24;"Controlul durerii este un lucru bun si important in asistenta pacientului terminal?";;"Da, esential in multe cazuri"
"29 Nov 2011  19:54:28";25;"Unde ar fi mai potrivit sa fie ingrijit un pacient aflat in stare terminala";"Acasa, de catre echipa de ingrijiri paliative";
"29 Nov 2011  19:54:28";26;"Cine trebuie sa decida renuntarea la tratamentul curativ si trecerea la ingrijirile paliative in cazul unuipacient in stare terminala, competent decizional?";Medicul;
"29 Nov 2011  19:54:28";27;"Care tip de ingrijire este cel mai indicat, in opinia dvs., pentru un pacient aflat in stare terminala?";;"paliativ si psihologic"
"29 Nov 2011  19:54:28";28;"Directiva in avans ar fi un instrument util in practica medicala? Va rugam sa motivati raspunsul.";"Nu stiu ce presupune directiva in avans";
"29 Nov 2011  19:54:28";29;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, competent decizional?";Medicul;
"29 Nov 2011  19:54:28";30;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, incompetent decizional?";Medicul;
"29 Nov 2011  19:54:28";31;"Credeti ca societatea romaneasca ar accepta introducerea directivei in avans?";"Nu stiu";
"29 Nov 2011  19:54:28";32;"Ce informatii considerati ca ar trebui sa cuprinda directiva in avans?";;"Nu stiu"
"29 Nov 2011  19:54:28";33;"Este pacientul terminal o povara psihologica pentru medic? Va rugam sa motivati raspunsul.";Da;"da, datorita a priori imposibilitatii de a-l vindeca"
